	tconst	averageRating	numVotes	primaryTitle	startYear	runtimeMinutes	genres
524893	tt1747967	5.3	2941	Cassadaga	2011	108	Horror,Thriller
524910	tt1748043	6.5	2083	Hell and Back Again	2011	88	Action,Documentary,History
524925	tt1748122	7.8	270693	Moonrise Kingdom	2012	94	Adventure,Comedy,Drama
524949	tt1748179	6.2	52838	Red Lights	2012	114	Drama,Fantasy,Horror
524954	tt1748197	4.4	19115	Setup	2011	85	Action,Crime,Drama
524959	tt1748207	6.6	18317	Sound of My Voice	2011	85	Drama,Mystery,Sci-Fi
524965	tt1748227	6.1	39825	The Collection	2012	82	Horror,Thriller
524970	tt1748260	6.4	1703	Tiger Eyes	2012	92	Drama
525494	tt1753383	6.9	42496	A Dog's Purpose	2017	100	Adventure,Comedy,Drama
525523	tt1753460	5.9	1525	August	2011	99	Drama,Romance
525540	tt1753496	6.6	16271	Resident Evil: Damnation	2012	100	Action,Animation,Horror
525556	tt1753549	7.6	2982	Buck	2011	88	Documentary
525570	tt1753584	5.3	3123	Sexual Chronicles of a French Family	2012	85	Comedy,Drama,Romance
525586	tt1753640	5.0	1460	Crook: It's Good to Be Bad	2010	121	Action,Crime,Drama
525612	tt1753722	7.4	4492	Two Rabbits	2012	101	Action,Thriller
525629	tt1753753	4.1	1271	Eaters	2011	94	Horror
525641	tt1753786	4.3	1047	Mercury Plains	2016	102	Action,Adventure,Drama
525646	tt1753792	6.6	1360	The Day I Saw Your Heart	2011	98	Comedy,Drama
525653	tt1753813	6.3	7039	Farewell, My Queen	2012	100	Drama,History,Romance
525667	tt1753866	6.3	1599	Toll Booth	2010	96	Drama
525674	tt1753887	7.4	6326	Come as You Are	2011	115	Comedy,Drama
525678	tt1753899	5.7	1151	Hemel	2012	80	Drama
525711	tt1754000	5.9	2463	Rabies	2010	90	Horror
525719	tt1754029	2.4	1299	The Crypt of Count Dracoola	2011	89	Adventure,Comedy,Horror
525728	tt1754078	6.9	1927	Las Acacias	2011	82	Drama
525734	tt1754109	8.8	4229	Les Misérables in Concert: The 25th Anniversary	2010	178	Drama,Music,Musical
525737	tt1754123	6.9	1034	Lidice	2011	126	Drama,History,War
525758	tt1754177	6.6	1023	Mardock Scramble: The First Compression	2010	69	Action,Animation,Drama
525790	tt1754257	6.2	1292	Naked As We Came	2012	87	Drama
525814	tt1754320	7.3	1193	Operation Shmenti Capelli	2011	\N	Comedy
525832	tt1754367	6.6	4004	Post Tenebras Lux	2012	115	Drama
525838	tt1754392	7.1	1788	Rabat	2011	102	Drama
525860	tt1754438	3.0	1120	Robotropolis	2011	85	Action,Adventure,Sci-Fi
525884	tt1754506	4.3	1197	Battleground	2012	85	Action,Horror,Thriller
525941	tt1754656	7.8	44592	The Little Prince	2015	108	Adventure,Animation,Drama
525963	tt1754736	5.9	1294	Chloe and Theo	2015	81	Comedy,Drama
525995	tt1754811	2.9	3814	InAPPropriate Comedy	2013	83	Comedy
526035	tt1754920	7.5	3986	Yeh Saali Zindagi	2011	130	Crime,Drama,Thriller
526041	tt1754944	5.2	1880	eCupid	2011	95	Romance
526160	tt1756384	7.5	1175	The Exam	2011	89	Drama,Thriller
526170	tt1756415	5.3	2610	Welcome to the North	2012	110	Comedy
526176	tt1756427	2.4	2165	Blubberella	2011	87	Action,Comedy
526192	tt1756476	7.5	10830	Dookudu	2011	170	Action,Comedy
526233	tt1756595	6.7	1590	The Giants	2011	84	Adventure,Drama
526279	tt1756750	7.3	14606	Starbuck	2011	109	Comedy,Drama,Romance
526295	tt1756791	5.2	1074	The Broken Tower	2011	99	Biography,Drama,History
526297	tt1756799	5.2	11339	The Day	2011	87	Action,Drama,Horror
526320	tt1756851	4.8	9332	Twixt	2011	88	Comedy,Fantasy,Horror
526450	tt1757742	5.1	10233	Apartment 143	2011	80	Horror,Thriller
526451	tt1757746	6.5	10714	Extraction	2012	85	Drama,Sci-Fi
526456	tt1757769	6.2	2900	Painless	2012	100	Fantasy,Horror,Mystery
526458	tt1757772	7.0	1262	Jackie	2010	126	Action
526464	tt1757800	6.9	2221	Mitt	2014	94	Biography,Documentary,Family
526505	tt1757940	6.6	1283	Çakal	2010	86	Crime
526551	tt1758575	5.9	2738	Blue Like Jazz	2012	108	Comedy,Drama
526552	tt1758576	7.1	1137	Bombay Beach	2011	80	Documentary,Drama,Musical
526556	tt1758595	5.5	16785	Diana	2013	113	Biography,Drama,Romance
526562	tt1758610	7.3	4174	Unconditional	2012	92	Biography,Drama
526582	tt1758692	6.7	53008	Like Crazy	2011	86	Drama,Romance
526605	tt1758795	5.8	32853	The To Do List	2013	104	Comedy,Romance
526609	tt1758810	5.1	32405	The Snowman	2017	119	Crime,Drama,Mystery
526612	tt1758830	6.2	111833	This Is 40	2012	134	Comedy,Romance
526785	tt1760967	7.1	9245	Ill Manors	2012	121	Crime,Drama
526788	tt1760980	6.5	1297	Madrid, 1987	2011	105	Drama
526795	tt1761005	3.6	1362	Persecuted	2014	91	Action,Drama,Mystery
526870	tt1762300	7.9	2128	One Life	2011	85	Documentary,Family
526887	tt1762399	5.2	9684	Walking with Dinosaurs 3D	2013	87	Adventure,Animation,Family
526995	tt1763264	6.0	15439	No One Lives	2012	86	Horror,Thriller
527003	tt1763288	4.4	1049	Stripped	2013	80	Comedy,Horror,Thriller
527009	tt1763303	6.9	58035	The First Time	2012	95	Comedy,Drama,Romance
527012	tt1763316	5.2	3491	The Theatre Bizarre	2011	114	Horror
527109	tt1764141	7.5	3388	678	2010	100	Drama
527122	tt1764183	6.6	45046	Arbitrage	2012	107	Drama,Thriller
527128	tt1764198	6.3	1426	Best Laid Plans	2012	108	Drama
527137	tt1764234	6.2	119900	Killing Them Softly	2012	97	Crime,Drama,News
527150	tt1764275	6.7	4201	The Deep	2012	95	Action,Drama
527247	tt1764600	5.5	3424	Sluzhebnyy roman. Nashe vremya	2011	91	Comedy,Romance
527250	tt1764614	6.4	3562	Styria	2014	99	Fantasy,Horror,Mystery
527257	tt1764625	5.9	6080	Tad, the Lost Explorer	2012	92	Adventure,Animation,Comedy
527271	tt1764647	5.4	2676	Shadow People	2013	89	Horror,Thriller
527273	tt1764651	6.6	266367	The Expendables 2	2012	103	Action,Adventure,Thriller
527455	tt1766085	6.7	1021	Shut Up Little Man! An Audio Misadventure	2011	90	Comedy,Documentary,Drama
527458	tt1766094	5.0	16680	So Undercover	2012	94	Action,Comedy
527474	tt1766175	5.7	1342	Trap for Cinderella	2013	100	Crime,Drama,Thriller
527479	tt1766190	6.6	2016	This Life	2012	122	Drama,War
527544	tt1767272	4.9	1740	388 Arletta Avenue	2011	87	Horror,Thriller
527558	tt1767319	3.1	4112	In the Name of the King: Two Worlds	2011	96	Action,Adventure,Fantasy
527564	tt1767354	6.9	40976	Odd Thomas	2013	97	Comedy,Fantasy,Horror
527567	tt1767372	6.1	20516	She's Funny That Way	2014	93	Comedy
527570	tt1767382	5.3	19939	Silent House	2011	86	Drama,Horror,Mystery
527685	tt1769363	6.7	8579	The Giant Mechanical Man	2012	95	Comedy,Drama,Romance
527764	tt1770650	5.5	1351	BKO: Bangkok Knockout	2010	106	Action
527769	tt1770672	4.4	1410	Djinn	2013	82	Horror,Thriller
527793	tt1770734	6.2	10974	Shadow Dancer	2012	101	Drama,Thriller
527930	tt1772230	5.9	5249	1911	2011	121	Action,Adventure,Drama
527935	tt1772240	5.2	49782	Apollo 18	2011	86	Horror,Mystery,Sci-Fi
527938	tt1772250	7.4	26939	The Hidden Face	2011	97	Drama,Mystery,Thriller
527943	tt1772261	4.5	1468	The Curse of Downers Grove	2015	89	Drama,Horror,Mystery
527946	tt1772264	6.8	42263	Stonehearst Asylum	2014	112	Drama,Horror,Mystery
527949	tt1772270	6.2	1655	Foxfire	2012	143	Crime,Drama
527950	tt1772271	6.0	4394	3, 2, 1... Frankie Go Boom	2012	89	Comedy
527955	tt1772288	7.0	25583	Danny Collins	2015	106	Comedy,Drama,Music
527963	tt1772339	6.8	1769	Prensesin Uykusu	2010	110	Comedy,Drama
527965	tt1772341	7.7	307613	Wreck-It Ralph	2012	101	Adventure,Animation,Comedy
527985	tt1772416	6.5	1692	Vay Arkadas	2010	100	Comedy
527988	tt1772424	7.5	9222	Where Do We Go Now?	2011	110	Comedy,Drama
528073	tt1772872	5.1	1669	Game	2011	135	Action,Crime,Drama
528086	tt1772925	7.9	28700	Jiro Dreams of Sushi	2011	81	Documentary
528112	tt1773015	7.6	4252	Phas Gaye Re Obama	2010	108	Comedy,Crime,Drama
528122	tt1773042	6.2	1030	Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It	2010	89	Comedy,Drama
528144	tt1773109	5.7	3342	Yamla Pagla Deewana	2011	163	Action,Comedy,Drama
528333	tt1773764	8.1	4989	Ship of Theseus	2012	140	Drama
528436	tt1774358	6.5	1069	The Snitch Cartel	2011	102	Action,Crime,Drama
528457	tt1774438	7.9	1334	The Punk Syndrome	2012	85	Comedy,Documentary,Drama
528491	tt1774591	5.8	2504	Teenage Cocktail	2016	88	Drama,Thriller
528656	tt1776086	7.1	1195	Bettie Page Reveals All	2012	101	Documentary
528673	tt1776143	6.5	1218	Don't Go Breaking My Heart	2011	115	Romance
528683	tt1776196	7.1	3341	Fullmetal Alchemist: The Sacred Star of Milos	2011	110	Action,Adventure,Animation
528689	tt1776222	7.2	1899	Kauwboy	2012	81	Drama
528823	tt1777034	7.5	9426	United	2011	94	Drama,History,Sport
528869	tt1777551	7.4	6114	Bobby Fischer Against the World	2011	93	Biography,Documentary,History
528881	tt1777595	6.6	1625	50 to 1	2014	110	Drama
528889	tt1777612	4.3	1533	Demons Never Die	2011	93	Horror
528951	tt1778258	6.8	1371	Revenge: A Love Story	2010	90	Crime,Mystery,Thriller
528963	tt1778304	5.8	82432	Paranormal Activity 3	2011	83	Horror
528971	tt1778338	8.3	3381	The Culture High	2014	120	Documentary,News
529063	tt1778931	7.2	2053	Manny	2014	88	Biography,Documentary,Sport
529086	tt1779076	6.4	1668	The Jeffrey Dahmer Files	2012	76	Biography,Crime,Documentary
529290	tt1780762	4.8	9697	Aftershock	2012	89	Action,Adventure,Horror
529298	tt1780798	5.7	17446	Clown	2014	100	Drama,Fantasy,Horror
529306	tt1780856	7.6	1334	Stopped on Track	2011	110	Drama
529332	tt1780983	3.6	2897	Assassin's Bullet	2012	91	Action,Drama,Thriller
529344	tt1781058	5.8	7026	Wilson	2017	94	Comedy,Drama
529347	tt1781069	8.2	16425	Zeitgeist: Moving Forward	2011	161	Documentary
529411	tt1781769	6.6	79707	Anna Karenina	2012	129	Drama,Romance
529416	tt1781775	4.5	5182	Beneath the Darkness	2011	96	Horror,Thriller
529439	tt1781812	5.3	4093	Exit Humanity	2011	114	Drama,Horror
529445	tt1781827	6.6	11283	Hands of Stone	2016	111	Action,Biography,Drama
529451	tt1781840	6.3	2531	Jayne Mansfield's Car	2012	122	Drama
529452	tt1781843	6.7	2192	The Minister	2011	115	Drama
529477	tt1781922	6.8	64273	No Escape	2015	103	Action,Thriller
529583	tt1782568	6.4	2385	Six Degrees of Celebration	2010	90	Comedy
529613	tt1783232	7.2	53422	Conquest 1453	2012	162	Action,Adventure,Drama
529620	tt1783244	4.2	1406	Battle of Warsaw 1920	2011	115	Drama,History,Musical
529637	tt1783298	5.2	3365	Free Man	2011	163	Action,Biography,Drama
529677	tt1783422	7.1	2570	Two Lives	2012	97	Drama,Thriller
529678	tt1783423	5.6	5039	Çakallarla Dans	2010	102	Comedy
529703	tt1783732	6.4	33019	John Dies at the End	2012	99	Comedy,Horror,Sci-Fi
529797	tt1784499	6.3	7622	Valley of the Wolves: Palestine	2011	105	Action,Adventure
529806	tt1784538	7.7	3076	Miss Representation	2011	85	Documentary
529814	tt1784575	7.3	10208	The Parade	2011	115	Comedy,Drama
529816	tt1784589	4.1	3178	Players	2012	163	Action,Crime,Thriller
529951	tt1785333	7.3	1087	Chittagong	2012	105	Action,Drama,War
529962	tt1785389	7.5	1625	God Bless Ozzy Osbourne	2011	120	Biography,Documentary,Music
529964	tt1785394	7.5	1420	Bleach the Movie: Hell Verse	2010	94	Animation
530008	tt1785612	7.4	2384	The Punk Singer	2013	81	Biography,Documentary,Music
530013	tt1785635	4.8	6832	The Vault	2017	91	Horror,Thriller
530018	tt1785669	3.4	2917	Vikingdom	2013	114	Action,Adventure,Fantasy
530137	tt1786668	6.6	1091	Cyrano Agency	2010	119	Comedy,Romance
530156	tt1786751	6.6	7334	CBGB	2013	102	Drama,Music
530217	tt1787127	6.9	1638	The Forgiveness of Blood	2011	109	Drama
530252	tt1787660	7.7	6221	Being Elmo: A Puppeteer's Journey	2011	80	Documentary
530265	tt1787725	7.2	2850	If a Tree Falls: A Story of the Earth Liberation Front	2011	85	Biography,Crime,Documentary
530277	tt1787759	4.6	6621	Madea's Big Happy Family	2011	106	Comedy,Drama
530280	tt1787767	6.5	2262	Naked Harbour	2012	123	Drama
530282	tt1787777	6.9	3098	Page One: Inside the New York Times	2011	92	Documentary
530285	tt1787791	7.3	1859	Resurrect Dead: The Mystery of the Toynbee Tiles	2011	86	Documentary
530301	tt1787837	7.8	1739	We Were Here	2011	90	Biography,Documentary,History
530328	tt1787988	7.3	33485	Talaash	2012	140	Crime,Drama,Mystery
530373	tt1788383	4.4	3111	House of the Rising Sun	2011	90	Action,Crime,Drama
530376	tt1788391	6.4	30186	Kill List	2011	95	Crime,Drama,Horror
530458	tt1789083	8.2	3750	The Weight of Chains	2010	125	Documentary,History,News
530614	tt1789810	8.4	2091	José and Pilar	2010	117	Biography,Documentary
530813	tt1790809	6.6	187974	Pirates of the Caribbean: Dead Men Tell No Tales	2017	129	Action,Adventure,Fantasy
530819	tt1790825	6.7	1389	Murph: The Protector	2013	79	Documentary
530821	tt1790834	6.3	3514	Simon Killer	2012	101	Drama,Thriller
530826	tt1790864	6.8	360651	The Maze Runner	2014	113	Action,Mystery,Sci-Fi
530827	tt1790867	7.3	1717	The Other F Word	2011	98	Comedy,Documentary,Drama
530828	tt1790869	5.3	4735	In Their Skin	2012	97	Horror,Thriller
530832	tt1790885	7.4	237181	Zero Dark Thirty	2012	157	Drama,Thriller
530833	tt1790886	6.1	114053	The Campaign	2012	85	Comedy
531047	tt1791528	6.7	75689	Inherent Vice	2014	148	Comedy,Crime,Drama
531069	tt1791614	6.3	13700	Struck by Lightning	2012	90	Comedy,Drama
531088	tt1791681	3.9	1754	Treehouse	2014	96	Horror,Mystery,Thriller
531089	tt1791682	6.3	37984	While We're Young	2014	97	Comedy,Drama,Mystery
531250	tt1792543	5.3	3479	The Reunion	2011	90	Action,Drama
531270	tt1792621	6.5	1602	Superheroes	2011	90	Action,Comedy,Documentary
531279	tt1792647	6.8	7465	Cirque du Soleil: Worlds Away	2012	91	Fantasy
531305	tt1792799	5.2	2931	Chromeskull: Laid to Rest 2	2011	93	Horror
531348	tt1793223	5.6	1887	Free Samples	2012	80	Comedy,Drama
531350	tt1793239	6.1	3151	The Assault	2010	91	Action,History,Thriller
531377	tt1793931	5.3	2222	The Tuche Family	2011	95	Comedy
531511	tt1794850	5.2	1380	La vérité si je mens! 3	2012	112	Comedy
531522	tt1794886	6.0	2392	Nobel's Last Will	2012	90	Drama,Mystery,Thriller
531626	tt1795369	9.0	1540	Frankenstein	2011	130	Drama
531686	tt1795702	7.2	10990	Wild Bill	2011	98	Drama
531758	tt1796395	6.4	1425	Alzheimer's	2010	\N	Comedy,Drama
531760	tt1796406	6.2	1915	Absent	2011	91	Drama,Romance,Thriller
531809	tt1796652	7.5	1320	Tokyo Family	2013	146	Drama
531811	tt1796657	6.6	1013	How Not to Rescue a Princess	2010	75	Animation
531861	tt1797346	5.5	1714	1915 Armenian Genocide	2010	60	Documentary,History
531862	tt1797348	6.1	3339	7 Days in Havana	2012	129	Drama
531871	tt1797396	6.3	1343	Beyond the Border	2011	122	Action,Drama,War
531895	tt1797487	6.0	1220	Savannah	2013	101	Drama,Family,History
531899	tt1797504	7.0	11418	I Want You	2012	120	Drama,Romance
531997	tt1798188	7.5	23443	From Up on Poppy Hill	2011	91	Animation,Drama,Family
532009	tt1798243	7.5	15363	Rudderless	2014	105	Comedy,Drama,Music
532032	tt1798603	5.6	17092	Bad Santa 2	2016	92	Comedy,Crime,Drama
532048	tt1798684	7.4	184529	Southpaw	2015	124	Drama,Sport
532056	tt1798709	8.0	423618	Her	2013	126	Drama,Romance,Sci-Fi
532126	tt1799508	5.5	4622	After	2012	90	Drama,Fantasy,Mystery
532234	tt1800241	7.3	396351	American Hustle	2013	138	Crime,Drama
532236	tt1800246	6.2	86879	That Awkward Moment	2014	94	Comedy,Romance
532250	tt1800302	6.7	42160	Gold	2016	120	Adventure,Drama,Thriller
532257	tt1800338	7.1	2920	Accused	2014	97	Drama
532258	tt1800351	5.4	1039	One Night in Istanbul	2014	93	Comedy,Sport
532263	tt1800372	7.5	2309	Cool Kids Don't Cry	2012	96	Drama,Family
532303	tt1800671	4.8	1148	Beyond	2012	90	Thriller
532321	tt1800741	6.5	49242	Step Up Revolution	2012	99	Drama,Music,Romance
532366	tt1801051	6.8	11208	Eyyvah Eyvah 2	2011	106	Comedy
532371	tt1801061	6.6	4567	Me and You	2012	103	Drama
532376	tt1801071	8.4	5525	See You in Montevideo	2014	141	Adventure,Biography,Comedy
532393	tt1801123	5.9	1020	Travelling Salesman	2012	80	Drama,Mystery,Sci-Fi
532485	tt1802197	7.1	9390	The Lady	2011	132	Biography,Drama,History
532558	tt1802810	5.7	3150	Woman in Love	2011	108	Comedy
532695	tt1804508	6.5	1074	Those Who Kill - Shadow of the Past	2011	90	Crime,Drama,Thriller
532730	tt1804642	7.5	2025	Gold and Copper	2011	97	Drama
532811	tt1805263	8.0	2804	I Am Kalam	2010	88	Comedy,Drama
532819	tt1805297	7.1	8662	The Women on the 6th Floor	2010	102	Comedy
533013	tt1806911	6.5	2052	Girl Model	2011	78	Documentary,Thriller
533014	tt1806913	5.0	5924	Golmaal Again	2017	140	Action,Comedy,Fantasy
533019	tt1806954	7.2	1045	Lost Christmas	2011	89	Drama
533040	tt1807022	8.0	1660	Super	2010	140	Drama
533155	tt1807944	5.4	3392	As I Lay Dying	2013	110	Drama
533158	tt1807950	7.4	14238	Love Loves Coincidences	2011	118	Drama,Romance
533167	tt1808015	6.2	3610	What a Beautiful Day	2011	97	Comedy
533196	tt1808197	6.6	9355	Incir Reçeli	2011	94	Drama,Romance
533205	tt1808223	7.7	16864	Losers' Club	2011	105	Comedy,Drama,Romance
533213	tt1808240	6.1	2229	As Luck Would Have It	2011	94	Drama
533242	tt1808339	6.3	3388	Not Another Happy Ending	2013	102	Comedy,Drama,Romance
533265	tt1808454	6.8	7527	Suicide Room	2011	110	Animation,Drama,Thriller
533270	tt1808477	4.4	1698	Skew	2011	83	Horror,Thriller
533306	tt1808587	4.4	1347	The Stig-Helmer Story	2011	100	Comedy,Drama
533328	tt1808691	5.2	2182	Ya Sonra?	2011	105	Comedy,Drama,Romance
533381	tt1809231	6.6	2783	Jackpot	2011	90	Action,Comedy,Crime
533394	tt1809287	5.1	1632	Ecstasy	2011	99	Drama,Romance
533417	tt1809387	8.5	1012	The War You Don't See	2010	97	Documentary,War
533421	tt1809398	7.2	122157	Unbroken	2014	137	Biography,Drama,Sport
533550	tt1810602	6.0	1152	If You Are the One 2	2010	120	Comedy,Romance
533571	tt1810683	7.4	19872	Little Boy	2015	106	Drama,History,War
533576	tt1810697	5.3	10671	Meeting Evil	2012	89	Crime,Drama,Mystery
533652	tt1811307	5.7	1458	Burning Blue	2013	96	Biography,Drama,Romance
533654	tt1811315	5.4	1666	FDR: American Badass!	2012	93	Action,Comedy
533667	tt1811371	3.9	1399	Underground	2011	83	Horror
533850	tt1813327	6.3	1518	The Salt of Life	2011	90	Comedy,Romance
533906	tt1813609	4.8	2416	A Haunting at Silver Falls	2013	96	Horror,Thriller
533931	tt1813757	8.2	3455	Who Killed Captain Alex?	2010	64	Action,Crime,Mystery
534007	tt1814621	5.7	30580	Admission	2013	107	Comedy,Drama,Romance
534062	tt1814836	7.4	7735	Project Nim	2011	93	Documentary
534084	tt1814930	7.2	2542	Vegucated	2011	76	Comedy,Documentary
534295	tt1815708	4.6	8632	Freelancers	2012	96	Action,Crime,Drama
534299	tt1815717	6.1	1930	Gerontophilia	2013	82	Comedy,Romance
534310	tt1815746	4.0	1321	Humans vs Zombies	2011	93	Comedy,Horror,Sci-Fi
534326	tt1815782	5.9	2203	The Crown Jewels	2011	120	Drama
534332	tt1815799	6.2	2050	Beloved	2011	133	Drama,Musical,Romance
534347	tt1815852	6.7	5333	Nitro Circus: The Movie	2012	92	Action,Comedy,Documentary
534351	tt1815862	4.9	173447	After Earth	2013	100	Action,Adventure,Sci-Fi
534458	tt1816518	7.9	14529	Ernest & Celestine	2012	80	Adventure,Animation,Comedy
534480	tt1816597	5.9	2878	The Aggression Scale	2012	85	Action,Crime,Thriller
534484	tt1816608	4.7	4646	Another Me	2013	86	Mystery,Thriller
534566	tt1817081	5.7	9763	A Case of You	2013	89	Comedy,Romance
534588	tt1817191	6.3	2003	Another Woman's Life	2012	97	Comedy,Drama,Mystery
534603	tt1817273	7.3	212751	The Place Beyond the Pines	2012	140	Crime,Drama,Thriller
534604	tt1817276	4.0	1467	A Resurrection	2013	89	Horror,Thriller
534607	tt1817286	6.2	1181	One Night	2012	104	Drama
534608	tt1817287	7.1	2940	Is the Man Who Is Tall Happy?	2013	88	Animation,Documentary
534639	tt1817676	5.6	5898	Girl in Progress	2012	93	Comedy,Drama
534665	tt1817771	5.9	8646	Freaks of Nature	2015	92	Comedy,Horror,Sci-Fi
534784	tt1819513	6.8	2684	Dreams of a Life	2011	95	Biography,Documentary,Drama
534936	tt1820462	4.7	3313	Beremennyy	2011	84	Comedy,Fantasy
534938	tt1820488	7.1	6402	War Witch	2012	90	Drama,War
535074	tt1821317	8.0	3314	Aadukalam	2011	160	Action,Drama,Romance
535092	tt1821362	5.8	2005	Case départ	2011	94	Comedy
535112	tt1821426	6.3	6096	Family Weekend	2013	105	Comedy,Drama
535113	tt1821427	6.4	3233	Offender	2012	102	Crime,Drama,Thriller
535130	tt1821478	7.0	3739	The Bodyguard	2011	155	Action,Drama,Romance
535131	tt1821480	8.2	47349	Kahaani	2012	122	Mystery,Thriller
535153	tt1821549	7.7	100503	Nebraska	2013	115	Adventure,Comedy,Drama
535163	tt1821593	7.4	19611	Bullhead	2011	129	Crime,Drama
535164	tt1821597	6.6	1118	Easy!	2011	95	Comedy
535182	tt1821641	6.5	14921	The Congress	2013	122	Animation,Drama,Sci-Fi
535188	tt1821658	5.8	22968	The Nut Job	2014	85	Adventure,Animation,Comedy
535194	tt1821680	4.7	1514	Top Cat	2011	90	Action,Animation,Comedy
535196	tt1821682	8.1	2980	Traffic	2011	122	Action,Adventure,Mystery
535199	tt1821694	6.7	140191	RED 2	2013	116	Action,Comedy,Crime
535202	tt1821700	8.2	28553	Waar	2013	130	Action,Crime,Thriller
535303	tt1822255	6.8	1312	My Best Enemy	2011	109	Comedy,Drama,War
535307	tt1822266	8.0	1215	Mumbai Pune Mumbai	2010	101	Drama,Romance
535317	tt1822302	6.2	1576	Sassy Pants	2012	88	Comedy,Drama
535400	tt1823059	5.9	2988	A Perfect Ending	2012	110	Drama,Romance
535416	tt1823125	6.1	1410	Greetings from Tim Buckley	2012	99	Drama
535431	tt1823202	7.7	1746	Siberia, Monamour	2011	102	Drama
535469	tt1823664	5.3	29216	Annie	2014	118	Comedy,Drama,Family
535472	tt1823672	6.8	201480	Chappie	2015	120	Action,Crime,Drama
535527	tt1824254	6.9	6887	We Steal Secrets: The Story of WikiLeaks	2013	130	Documentary
535643	tt1825157	6.5	41308	The Double	2013	93	Comedy,Drama,Thriller
535645	tt1825163	8.1	1818	The Light Bulb Conspiracy	2010	75	Documentary
535738	tt1825683	7.8	205394	Black Panther	2018	134	Action,Adventure,Sci-Fi
535820	tt1825955	6.6	1763	Midnight FM	2010	106	Action,Crime,Thriller
535921	tt1826590	6.1	19109	About Last Night	2014	100	Comedy,Romance
535922	tt1826593	5.4	1095	Avalon	2011	79	Drama,Thriller
535925	tt1826603	8.3	3564	Asmaa	2011	96	Drama
535950	tt1826660	6.5	2854	Dukhless	2012	100	Comedy,Drama
536097	tt1827354	3.9	2156	Airborne	2012	81	Comedy,Crime,Horror
536099	tt1827358	5.5	2182	She Monkeys	2011	83	Drama,Sport
536131	tt1827487	7.8	30833	Once Upon a Time in Anatolia	2011	157	Crime,Drama
536139	tt1827512	7.4	23407	The Kid with a Bike	2011	87	Drama
536145	tt1827528	6.7	1589	Harvest	2011	88	Drama,Romance
536154	tt1827578	6.0	1531	The End of Love	2012	89	Drama
536155	tt1827579	6.4	2754	Spike Island	2012	105	Comedy,Drama,Music
536227	tt1828229	6.9	1146	Tales of the Night	2011	84	Animation,Fantasy
536228	tt1828232	8.5	1096	Life Cycles	2010	47	Documentary,Sport
536245	tt1828289	7.0	1439	Shagird	2011	143	Action,Crime,Drama
536306	tt1828959	5.7	2780	Make Your Move	2013	110	Drama,Musical,Romance
536311	tt1828970	5.4	6144	Evidence	2013	94	Crime,Mystery,Thriller
536317	tt1828995	6.6	11305	Delicacy	2011	108	Comedy,Drama,Romance
536320	tt1829012	5.3	18878	Passion	2012	102	Mystery,Thriller
536538	tt1830477	7.8	1800	Ala Modalaindi	2011	136	Comedy,Drama,Romance
536618	tt1830713	5.3	6121	Big Ass Spider!	2013	80	Action,Comedy,Sci-Fi
536640	tt1830786	2.9	2102	Rascals	2011	128	Action,Comedy,Crime
536641	tt1830792	6.9	2825	Romeos	2011	94	Drama,Romance
536646	tt1830802	8.2	1474	Shala	2011	108	Romance
536793	tt1831806	4.7	1980	The Thompsons	2012	82	Drama,Horror,Thriller
536883	tt1832382	8.3	178638	A Separation	2011	123	Drama,Mystery
537113	tt1833647	7.0	1423	Avé	2011	86	Drama
537119	tt1833673	5.4	37810	Dhoom 3	2013	172	Action,Thriller
537151	tt1833844	6.2	11914	Berberian Sound Studio	2012	92	Drama,Horror,Thriller
537152	tt1833845	5.4	2027	Eating Out: Drama Camp	2011	91	Comedy
537153	tt1833846	5.4	1942	Eating Out: The Open Weekend	2011	82	Comedy
537162	tt1833879	4.0	3483	Scary or Die	2012	94	Horror
537166	tt1833888	5.9	1749	Angels Sing	2013	87	Comedy,Drama,Family
537217	tt1834319	7.1	2225	Christmas Tango	2011	102	Drama,Romance
537353	tt1835955	5.3	1948	Errors of the Human Body	2012	101	Drama,Sci-Fi,Thriller
537418	tt1836212	4.0	1883	All Superheroes Must Die	2011	78	Sci-Fi,Thriller
537502	tt1836808	6.4	10770	Great Expectations	2012	128	Drama,Romance
537535	tt1836912	7.3	6856	Shaitan	2011	121	Action,Crime,Drama
537544	tt1836944	6.4	12228	The Baytown Outlaws	2012	98	Action,Comedy,Crime
537549	tt1836974	7.6	1271	Ecstasy of Order: The Tetris Masters	2011	93	Documentary
537553	tt1836987	6.0	2705	Trishna	2011	117	Drama
537629	tt1837562	6.5	7227	A Royal Night Out	2015	97	Comedy,Drama,Romance
537633	tt1837574	6.1	2357	Hyena	2014	112	Crime,Drama
537638	tt1837587	6.1	1767	War of the Buttons	2011	100	Adventure,Family
537645	tt1837613	6.4	3026	Northern Soul	2014	102	Drama,Music
537653	tt1837636	5.7	6670	Queen of the Desert	2015	128	Biography,Drama,History
537671	tt1837703	6.2	33743	The Fifth Estate	2013	128	Biography,Drama,Thriller
537674	tt1837709	6.2	46543	Winter's Tale	2014	118	Drama,Fantasy,Mystery
537742	tt1838475	3.8	1419	Tomorrow You're Gone	2012	93	Thriller
537755	tt1838520	6.0	7541	The Truth About Emanuel	2013	95	Drama,Thriller
537760	tt1838544	5.9	37404	Gone	2012	94	Drama,Mystery,Thriller
